Acadorgs,Morrison Hall,Physical Sciences Building,Rockefeller Hall,Olin Hall,Baker Laboratory,White Hall,Weill Hall,Riley-Robb Hall,Plant Science Building,Warren Hall,Statler Hall Auditorium,Thurston Hall,Stocking Hall West,Ives Hall,Willard Straight Hall,Martha Van Rensselaer Hall,Morrill Hall,Frank H T Rhodes Hall,Stocking Hall,Clark Hall,McGraw Hall,Uris Hall,Biological Sciences,Upson Hall,Emerson Hall,Savage Hall,Mann Library,Snee Hall,Malott Hall,Hollister Hall,Balch Hall,Bill and Melinda Gates Hall,Martha Van Rensselaer Hall Wst,Goldwin Smith Hall,King-Shaw Hall,Mann Library Addition,Kennedy Hall,Milstein Hall,Phillips Hall,Biotechnology,Klarman Hall,Uris Library,Anabel Taylor Hall,Sibley Hall,Schwartz Ctr Performing Arts,Bailey Hall
EAS,0.8113082540000001,0.455353336,0.39727983200000005,0.119343874,0.4749464,0.45753081,0.43337635,0.7091862040000001,0.509629951,0.546964708,0.185720634,0.057824552,0.735147523,0.31019831,0.204699291,0.5355491720000001,0.33987967700000005,0.174777483,0.735147523,0.46225486,0.395441713,0.276072361,0.414809506,0.11921481,0.562751414,0.47934605799999996,0.559149079,0.0,0.38987345,0.025788448999999998,0.693924543,0.223087383,0.5355491720000001,0.379351636,0.32639862,0.559149079,0.414033085,0.5223584379999999,0.153253319,0.376273701,0.38463674,0.28523504,0.092501149,0.499285152,0.10600742099999999,0.44973811
MAE,0.692258761,0.409648579,0.34767754700000003,0.1370455,0.43032353799999995,0.46020609100000004,0.32459454600000004,0.590042005,0.408975026,0.453127248,0.10574080300000001,0.061638806,0.617762933,0.234202685,0.239532233,0.458087539,0.34879144700000003,0.069818437,0.617762933,0.40748476200000006,0.40176247200000004,0.221864693,0.31313343899999996,5.91e-05,0.45777740200000006,0.412844965,0.458653154,0.11921481,0.313325144,0.102082425,0.6386989270000001,0.110964171,0.458087539,0.356426979,0.235031503,0.458653154,0.327256413,0.5011598389999999,0.042980582,0.26711119899999997,0.353675623,0.30164758399999997,0.170031767,0.48419104700000004,0.205825902,0.37995734200000003
BTRY,0.846478051,0.27784384,0.33987951299999997,0.59761208,0.25718837699999997,0.295011608,0.5426176970000001,0.7967521479999999,0.472434003,0.419653613,0.581095803,0.6953548009999999,0.731901402,0.4681468,0.532269905,0.326376289,0.397275215,0.7277088190000001,0.731901402,0.290123697,0.34915399399999997,0.46344967299999995,0.500071143,0.68483332,0.504742172,0.311445154,0.467119412,0.7169524490000001,0.408561761,0.69390178,0.146564026,0.620331803,0.326376289,0.337604695,0.497020055,0.467119412,0.429394575,0.198186506,0.650353799,0.555629944,0.333920017,0.450608455,0.64488777,0.226926772,0.816370035,0.343929583
HA,0.65931762,0.284320215,0.222275208,0.11564602800000001,0.305020519,0.35150028299999997,0.25166136699999997,0.561437096,0.316762803,0.35079670399999996,0.021368647999999997,0.152092922,0.5697205120000001,0.114577864,0.182142498,0.341030522,0.250082039,0.170949935,0.5697205120000001,0.282308298,0.297786063,0.096834343,0.224468755,0.125439388,0.372879766,0.290265691,0.365697645,0.19674544100000002,0.194875359,0.171119004,0.5140904279999999,0.09037594199999999,0.341030522,0.23770038899999998,0.13144156,0.365697645,0.21729185399999998,0.380277088,0.09049521099999999,0.198340402,0.231875645,0.214036035,0.18436380300000002,0.36583969,0.301611778,0.25844186199999997
BIOEE,0.464528602,0.2534754,0.21385897899999998,0.33793947399999996,0.26859530800000003,0.41757082,0.049321705,0.37693759600000004,0.095845674,0.14498858,0.23047092800000002,0.36230982799999994,0.362439749,0.137977582,0.375715976,0.187864508,0.368407515,0.31273237600000003,0.362439749,0.224327086,0.390394835,0.199170504,0.0,0.31313343899999996,0.148557475,0.189726725,0.14554642,0.414809506,0.115233709,0.39017681600000004,0.40067636100000004,0.20393491600000002,0.187864508,0.293148192,0.09594524300000001,0.14554642,0.075277743,0.38201377799999997,0.27050075100000004,0.062459553,0.270262518,0.36401854899999997,0.407895348,0.386816649,0.515111117,0.1603447
PHYS,0.6490819170000001,0.036388911,0.065864792,0.34783350700000004,0.045185925999999994,0.22216425899999998,0.27201707199999997,0.5760652470000001,0.233560945,0.208322439,0.301767203,0.42912131600000003,0.536320904,0.179907645,0.318963633,0.12326604099999999,0.229863701,0.442936084,0.536320904,0.0,0.22119466399999999,0.18839469399999997,0.224327086,0.40748476200000006,0.287306749,0.051503045,0.25455428399999996,0.46225486,0.11982174,0.43709435799999996,0.232582192,0.33235640000000005,0.12326604099999999,0.131710245,0.20697672600000003,0.25455428399999996,0.14921683800000002,0.160175025,0.369453904,0.272569226,0.10838530099999999,0.259421209,0.409410166,0.170970415,0.567449369,0.06578018299999999
MATH,0.571631811,0.143158578,0.098641713,0.288893183,0.160638528,0.30254079100000003,0.164544722,0.488423923,0.163467166,0.172674217,0.210428692,0.346944104,0.46452207799999995,0.080319785,0.296996439,0.146155192,0.261758115,0.33760570700000003,0.46452207799999995,0.11982174,0.278070279,0.12330335099999999,0.115233709,0.313325144,0.224991561,0.10387655400000001,0.20332671,0.38987345,5.91e-05,0.36408658,0.332982729,0.223444132,0.146155192,0.17955948600000002,0.090062365,0.20332671,0.046451944,0.270495555,0.271909837,0.154727359,0.155874677,0.266835512,0.35785575399999997,0.272936695,0.495557945,0.06935543200000001
CHEME,0.7732093590000001,0.338360372,0.28215544,0.0,0.357540736,0.34274162,0.367136975,0.674294508,0.427647679,0.455960016,0.11759566199999999,0.10973063300000001,0.68512631,0.213575588,0.10315234300000001,0.431120934,0.226051974,0.206356615,0.68512631,0.34783350700000004,0.281337851,0.167656921,0.33793947399999996,0.1370455,0.485510283,0.36962591,0.475620726,0.119343874,0.288893183,0.096968794,0.577815457,0.185816082,0.431120934,0.260009079,0.242757515,0.475620726,0.32036186,0.40324335200000005,0.137406933,0.313951902,0.26570735100000004,0.173670871,0.07033766400000001,0.38072869600000003,0.22117615399999999,0.34241491700000004
ANSC,5.91e-05,0.684844668,0.664749616,0.7732093590000001,0.692657608,0.86703425,0.420573055,0.102957294,0.41663270799999996,0.445775939,0.655646735,0.753493722,0.11523501,0.60039176,0.832197808,0.543746347,0.831965695,0.649347479,0.11523501,0.6490819170000001,0.849227596,0.661338906,0.464528602,0.692258761,0.36215483,0.5992802079999999,0.396914792,0.8113082540000001,0.571631811,0.791954776,0.704618787,0.5938057870000001,0.543746347,0.750172605,0.552782153,0.396914792,0.525351695,0.804689008,0.660056978,0.46450902299999997,0.725548502,0.828247286,0.837566886,0.8196293929999999,0.889184289,0.586574111
BIOG,0.722035065,0.164191385,0.112916028,0.17523874,0.182804167,0.20344017600000003,0.302497684,0.632874707,0.32339329699999997,0.330917758,0.170467643,0.270524323,0.618956898,0.12450814199999999,0.143768123,0.279772557,0.11610885300000001,0.31941359399999997,0.618956898,0.17816782399999997,0.154060501,0.069815715,0.257524293,0.265988822,0.38502708,0.20962812600000003,0.36389781200000004,0.293738983,0.160618424,0.269877918,0.40388043,0.231924233,0.279772557,0.090495134,0.174784396,0.36389781200000004,0.205203766,0.23566704100000002,0.237700771,0.268182142,0.09121191099999999,0.107180018,0.23241132,0.218271684,0.39637830799999996,0.189869305
PHIL,0.750172605,0.102905593,0.08703831699999999,0.260009079,0.11539707199999999,0.12764099,0.341951121,0.667979883,0.33632605200000004,0.326710069,0.259052081,0.359815296,0.6413734179999999,0.18316953,0.203441265,0.25276159800000003,0.098161048,0.408563921,0.6413734179999999,0.131710245,0.09916545800000001,0.147217252,0.293148192,0.356426979,0.395958796,0.17841877,0.368053023,0.379351636,0.17955948600000002,0.356426979,0.33223078,0.31529557199999997,0.25276159800000003,0.0,0.230797544,0.368053023,0.22524029399999998,0.145341165,0.327251213,0.320358486,0.025518544,0.132244592,0.30964477,0.128211831,0.479337765,0.173663622
ECON,0.661338906,0.187864508,0.126164004,0.167656921,0.208504038,0.269534278,0.240777772,0.5697205120000001,0.276088921,0.29476905600000003,0.117695319,0.240750049,0.5614245520000001,0.061246330999999994,0.178425523,0.26347038100000003,0.185498763,0.265988881,0.5614245520000001,0.18839469399999997,0.223223699,0.0,0.199170504,0.221864693,0.33702429700000003,0.20344071600000002,0.320816078,0.276072361,0.12330335099999999,0.250540048,0.42097204,0.16811022,0.26347038100000003,0.147217252,0.109171461,0.320816078,0.160568871,0.28574712,0.187030748,0.20168697100000002,0.137614746,0.168512909,0.23541927399999998,0.273674995,0.38195637299999996,0.174996935
